#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Fusarium graminearum PH-1","Eukaryota;Fungi;Ascomycetes","PH-1; NRRL 31084","SAMN02953593","PRJNA13839","GCA_000240135.3"," Chromosome",36.458,48.3278,"chromosome 1:NC_026474.1/CM000574.1; chromosome 2:NC_026475.1/CM000575.1; chromosome 3:NC_026476.1/CM000576.1; chromosome 4:NC_026477.1/CM000577.1","AACM02",31,13313,"2003-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3"
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","FIN-2","SAMN09435520","PRJNA476481","GCA_003497975.1","Scaffold",38.506,49.7,,"QVWD01",1888,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/975/GCA_003497975.1_ASM349797v1",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt151","SAMN04494886","PRJNA312067","GCA_003611075.1","Scaffold",37.4326,52.2,,"LSUD01",1290,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/075/GCA_003611075.1_ASM361107v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","H08-1a","SAMN07267886","PRJNA391416","GCA_002218345.1","Contig",39.3831,51,,"NKQF01",2695,0,"2017-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/345/GCA_002218345.1_H08-1a_0.9",
"Pyricularia oryzae HN19311","Eukaryota;Fungi;Ascomycetes","HN19311","SAMN02216973","PRJNA209870","GCA_000475075.1","Scaffold",36.6575,51.8,,"ATNT01",2998,0,"2013-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/075/GCA_000475075.1_HN19311_genome_assembly",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt04","SAMN04494881","PRJNA312067","GCA_003611135.1","Scaffold",38.03,52.2,,"LSTY01",1538,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/135/GCA_003611135.1_ASM361113v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","VA 5-2","SAMN09435530","PRJNA476481","GCA_003497835.1","Contig",36.4384,50.4,,"QVWN01",1345,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/835/GCA_003497835.1_ASM349783v1",
"Fusarium oxysporum Fo47","Eukaryota;Fungi;Ascomycetes","Fo47","SAMN02981332","PRJNA67069","GCA_000271705.2","Scaffold",49.6646,47.7,,"AFMM01",124,24818,"2012-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/705/GCA_000271705.2_FO_Fo47_V1",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384297","PRJNA277090","GCA_001707355.1","Contig",93.541,46.7,,"LADF01",50331,0,"2016-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/355/GCA_001707355.1_ASM170735v1",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1247","SAMEA3706518","PRJEB12080","GCA_900009495.1","Contig",35.4054,56,,"FBRZ01",223,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/009/495/GCA_900009495.1_MvLf-1247-A1-R1-20151027",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 40004","SAMN06689747","PRJNA381823","GCA_002236585.2","Scaffold",31.0865,52.6,,"NBZN02",115,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/585/GCA_002236585.2_DEN1.long",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 44207","SAMN06689750","PRJNA381823","GCA_002236565.2","Scaffold",37.7044,51.4,,"NCLC02",534,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/565/GCA_002236565.2_GUA1.long",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384298","PRJNA277090","GCA_001707385.1","Contig",94.82,46.7,,"LADG01",50570,0,"2016-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/385/GCA_001707385.1_ASM170738v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","KOD886","SAMN07201030","PRJNA389501","GCA_002233995.1","Scaffold",47.2337,47.7,,"NJBW01",488,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/995/GCA_002233995.1_Fophy_KOD886",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","OH03 Sn-1501","SAMN09435531","PRJNA476481","GCA_003503225.1","Scaffold",37.0577,50.1,,"QVWO01",1513,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/503/225/GCA_003503225.1_ASM350322v1",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt07","SAMN04494883","PRJNA312067","GCA_003613095.1","Scaffold",37.2616,52.1,,"LSUA01",1329,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/613/095/GCA_003613095.1_ASM361309v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","13FM-24-1","SAMN06050061","PRJNA354675","GCA_003015395.1","Scaffold",38.5687,51.4,,"MQNS01",1772,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/395/GCA_003015395.1_ASM301539v1",
"Pyricularia oryzae FJ81278","Eukaryota;Fungi;Ascomycetes","FJ81278","SAMN02215332","PRJNA209870","GCA_000498135.1","Scaffold",37.8739,51.4,,"ATNU01",3518,0,"2013-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/498/135/GCA_000498135.1_FJ81278_genome_assembly",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt154","SAMN04494888","PRJNA312067","GCA_003611185.1","Scaffold",36.656,52.4,,"LSUF01",1402,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/185/GCA_003611185.1_ASM361118v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","C1.2a","SAMN09435518","PRJNA476481","GCA_003498055.1","Contig",37.5672,49.9,,"QVWB01",2197,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/498/055/GCA_003498055.1_ASM349805v1",
"Fusarium oxysporum f. sp. nicotianae","Eukaryota;Fungi;Ascomycetes","10913","SAMN07201027","PRJNA389501","GCA_002234045.1","Scaffold",49.9998,47.5,,"NJBY01",638,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/045/GCA_002234045.1_Fonic_003",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 23429","SAMN06689742","PRJNA381823","GCA_002236725.2","Scaffold",31.7646,52,,"NBZI02",391,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/725/GCA_002236725.2_BHU1.long",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 37965","SAMN06689749","PRJNA381823","GCA_002236745.2","Scaffold",44.2964,49.8,,"NCLB02",3284,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/745/GCA_002236745.2_GRE1.long",
"Fusarium oxysporum f. sp. radicis-lycopersici 26381","Eukaryota;Fungi;Ascomycetes","26381","SAMN02981376","PRJNA73535","GCA_000260155.3","Scaffold",49.3593,47.6,,"AGNB01",418,24739,"2012-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/155/GCA_000260155.3_FO_CL57_V1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","SWE-3","SAMN09435521","PRJNA476481","GCA_003497965.1","Scaffold",37.796,50.3,,"QVWE01",2035,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/965/GCA_003497965.1_ASM349796v1",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt02","SAMN04494880","PRJNA312067","GCA_003611065.1","Scaffold",37.5177,52.2,,"LSTX01",1294,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/065/GCA_003611065.1_ASM361106v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","13FM-16-1","SAMN06050060","PRJNA354675","GCA_003015385.1","Scaffold",38.3901,51.4,,"MQNR01",1648,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/385/GCA_003015385.1_ASM301538v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","13FM-5-1","SAMN06050063","PRJNA354675","GCA_003015425.1","Scaffold",38.4752,51.4,,"MQNU01",1820,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/425/GCA_003015425.1_ASM301542v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","B2.1b","SAMN09435517","PRJNA476481","GCA_003498065.1","Scaffold",38.6228,49.9,,"QVWA01",7095,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/498/065/GCA_003498065.1_ASM349806v1",
"Fusarium oxysporum NRRL 32931","Eukaryota;Fungi;Ascomycetes","NRRL 32931","SAMN02981331","PRJNA67067","GCA_000271745.2","Scaffold",47.9063,47.6,,"AFML01",168,23735,"2012-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/745/GCA_000271745.2_FO_FOSC_3_a_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/745/GCF_000271745.1_FO_FOSC_3_a_V1"
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 38941","SAMN06689751","PRJNA381823","GCA_002236925.2","Scaffold",42.273,50.2,,"NCLD02",7461,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/925/GCA_002236925.2_GUA2.long",
"Fusarium oxysporum f. sp. nicotianae","Eukaryota;Fungi;Ascomycetes","FON-1","SAMN07201026","PRJNA389501","GCA_002234055.1","Scaffold",50.1612,47.5,,"NJBZ01",682,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/055/GCA_002234055.1_Fonic_001",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","BRSn9870","SAMN09435523","PRJNA476481","GCA_003503085.1","Scaffold",42.1004,48.7,,"QVWG01",7651,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/503/085/GCA_003503085.1_ASM350308v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","P-0029","SAMN05898532","PRJNA320483","GCA_002218485.1","Scaffold",42.4455,50.1,,"MLCC01",818,0,"2017-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/485/GCA_002218485.1_ASM221848v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","P-0028","SAMN05864041","PRJNA320483","GCA_002218475.1","Scaffold",42.9883,50.1,,"MKZV01",1038,0,"2017-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/475/GCA_002218475.1_P-0028",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","Sn Cp2052","SAMN09435522","PRJNA476481","GCA_003497945.1","Scaffold",38.3214,49.8,,"QVWF01",7135,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/945/GCA_003497945.1_ASM349794v1",
"Fusarium oxysporum f. sp. nicotianae","Eukaryota;Fungi;Ascomycetes","Ft-Rob","SAMN07201028","PRJNA389501","GCA_002233785.1","Scaffold",49.7682,47.5,,"NJBX01",1196,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/785/GCA_002233785.1_Fonic_010",
"Fusarium oxysporum f. sp. lycopersici MN25","Eukaryota;Fungi;Ascomycetes","MN25","SAMN02981365","PRJNA72769","GCA_000259975.2","Scaffold",48.6374,47.7,,"AGBH01",388,24733,"2012-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/975/GCA_000259975.2_FO_MN25_V1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","IR10_9.1a","SAMN09435519","PRJNA476481","GCA_003498045.1","Scaffold",37.4278,49.9,,"QVWC01",4524,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/498/045/GCA_003498045.1_ASM349804v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Py22.1","SAMN05725179","PRJNA320483","GCA_002218425.1","Scaffold",42.437,50.1,,"MILZ01",900,0,"2017-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/425/GCA_002218425.1_Py22.1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","13FM-3-2","SAMN06050062","PRJNA354675","GCA_003015405.1","Scaffold",38.8653,51.3,,"MQNT01",1849,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/405/GCA_003015405.1_ASM301540v1",
"Parastagonospora nodorum Sn79","Eukaryota;Fungi;Ascomycetes","sn79","SAMN07333264","PRJNA170816","GCA_002216185.1","Scaffold",33.8234,51.9,,"APNA01",4272,0,"2017-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/185/GCA_002216185.1_Sn79_1.0",
"Fusarium oxysporum f. sp. melonis 26406","Eukaryota;Fungi;Ascomycetes","26406","SAMN02981378","PRJNA73541","GCA_000260495.2","Scaffold",54.0343,47.5,,"AGNE01",1146,26719,"2012-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/495/GCA_000260495.2_FO_melonis_V1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6313","SAMN12869111","PRJNA575312","GCA_009297485.1","Contig",45.802,47.7,,"WGOP01",3298,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/485/GCA_009297485.1_ASM929748v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","SnSA95.103","SAMN09435526","PRJNA476481","GCA_003503065.1","Scaffold",46.1111,49.4,,"QVWJ01",11856,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/503/065/GCA_003503065.1_ASM350306v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN07205e","SAMN06050135","PRJNA354675","GCA_003016545.1","Scaffold",38.7543,51.2,,"MQQS01",2052,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/545/GCA_003016545.1_ASM301654v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN072311","SAMN06050137","PRJNA354675","GCA_003017045.1","Scaffold",39.246,51.2,,"MQQU01",2185,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/045/GCA_003017045.1_ASM301704v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","Fo_PG","SAMN05529102","PRJNA338256","GCA_003615185.1","Scaffold",50.2922,47.6,,"MRDA01",920,18069,"2018-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/185/GCA_003615185.1_Fo_PG_v1",
"Fusarium oxysporum f. sp. tulipae","Eukaryota;Fungi;Ascomycetes","Tu67","SAMN07201034","PRJNA389501","GCA_002233805.1","Scaffold",54.3433,47.2,,"NJBS01",2263,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/805/GCA_002233805.1_Fotul_Tu67",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","13FM-9-1","SAMN06050064","PRJNA354675","GCA_003015465.1","Scaffold",38.8077,51.3,,"MQNV01",1885,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/465/GCA_003015465.1_ASM301546v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HN10-1604","SAMN06050102","PRJNA354675","GCA_003016245.1","Scaffold",37.9469,51.7,,"MQPL01",1957,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/245/GCA_003016245.1_ASM301624v1",
"Fusarium oxysporum f. sp. melongenae","Eukaryota;Fungi;Ascomycetes","14004","SAMN06008372","PRJNA353043","GCA_001888865.1","Scaffold",53.9864,46.4,,"MPIL01",1631,0,"2016-12-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/865/GCA_001888865.1_ASM188886v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN072313","SAMN06050138","PRJNA354675","GCA_003017065.1","Scaffold",38.7969,51.2,,"MQQV01",1869,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/065/GCA_003017065.1_ASM301706v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN08182c","SAMN06050140","PRJNA354675","GCA_003017125.1","Scaffold",39.3119,51.1,,"MQQX01",2562,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/125/GCA_003017125.1_ASM301712v1",
"Fusarium oxysporum f. sp. radicis-cucumerinum","Eukaryota;Fungi;Ascomycetes","Forc024","SAMN04348765","PRJNA306247","GCA_001702725.1","Scaffold",49.3455,47.6,,"MABR01",824,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/725/GCA_001702725.1_Forc024",
"Fusarium oxysporum f. sp. cubense tropical race 4 54006","Eukaryota;Fungi;Ascomycetes","54006","SAMN02981379","PRJNA309638","GCA_000260195.2","Scaffold",46.5538,47.5,,"AGND01",418,22487,"2012-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/195/GCA_000260195.2_FO_II5_V1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/195/GCF_000260195.1_FO_II5_V1"
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN08181e","SAMN06050139","PRJNA354675","GCA_003017115.1","Scaffold",38.8216,51.3,,"MQQW01",1812,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/115/GCA_003017115.1_ASM301711v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","WBKY11","SAMN08009578","PRJNA320483","GCA_002924685.1","Scaffold",43.3563,49.4,,"PJXR01",114,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/685/GCA_002924685.1_ASM292468v1",
"Fusarium oxysporum f. sp. radicis-cucumerinum","Eukaryota;Fungi;Ascomycetes","Forc031","SAMN04348766","PRJNA306247","GCA_001702645.1","Scaffold",49.3392,47.6,,"MABS01",879,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/645/GCA_001702645.1_Forc031",
"Fusarium oxysporum f. sp. conglutinans","Eukaryota;Fungi;Ascomycetes","FGL03-6","SAMN07522030","PRJNA399027","GCA_002711405.2","Scaffold",61.6628,48,,"NRIA02",414,0,"2017-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/711/405/GCA_002711405.2_ASM271140v2",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","BJ08-8","SAMN06050067","PRJNA354675","GCA_003015515.1","Scaffold",38.584,51.6,,"MQNY01",2008,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/515/GCA_003015515.1_ASM301551v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","JS09-138","SAMN06050105","PRJNA354675","GCA_003016265.1","Scaffold",38.4658,51.7,,"MQPO01",2100,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/265/GCA_003016265.1_ASM301626v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","KOD887","SAMN07201031","PRJNA389501","GCA_002233985.1","Scaffold",50.4106,47.5,,"NJBV01",1275,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/985/GCA_002233985.1_Fophy_KOD887",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","IMV 00293","SAMN06076684","PRJNA355122","GCA_001931975.2","Scaffold",51.3186,47.6,,"MSJJ02",876,0,"2017-01-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/975/GCA_001931975.2_ASM193197v2",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HN-158","SAMN06050101","PRJNA354675","GCA_003016255.1","Scaffold",38.1081,51.7,,"MQPK01",1996,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/255/GCA_003016255.1_ASM301625v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","ZJ2011-7-1","SAMN06050147","PRJNA354675","GCA_003016635.1","Scaffold",38.6224,51.3,,"MQRE01",1663,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/635/GCA_003016635.1_ASM301663v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","UASWS AC1","SAMN02666737","PRJNA239660","GCA_000733055.2","Contig",50.5502,47.584,"mitochondrion MT:KR952337.1","JNNQ01",1166,22,"2014-07-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/733/055/GCA_000733055.2_FoxyAC1-1.0",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","ISS-F4","SAMN09814171","PRJNA485779","GCA_004292535.1","Scaffold",53.2501,47.6,,"QUXA01",3405,0,"2019-02-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/292/535/GCA_004292535.1_ASM429253v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN126311","SAMN06050141","PRJNA354675","GCA_003017175.1","Scaffold",39.3137,51.2,,"MQQY01",2199,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/175/GCA_003017175.1_ASM301717v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN8773-19","SAMN06050143","PRJNA354675","GCA_003017165.1","Scaffold",37.2516,51.6,,"MQRA01",1498,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/165/GCA_003017165.1_ASM301716v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","ISS-F3","SAMN09813554","PRJNA485758","GCA_004291455.1","Scaffold",53.1488,47.6,,"QUWZ01",2964,0,"2019-02-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/291/455/GCA_004291455.1_ASM429145v1",
"Fusarium oxysporum f. sp. nicotianae","Eukaryota;Fungi;Ascomycetes","Ft-1512","SAMN07201029","PRJNA389501","GCA_002234015.1","Scaffold",51.0411,47.3,,"NJCU01",989,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/015/GCA_002234015.1_Fonic_012",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","98-06","SAMN03010511","PRJNA259589","GCA_000805855.1","Scaffold",42.3067,50.8,,"JRBC01",284,0,"2014-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/805/855/GCA_000805855.1_ASM80585v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","JX11-141","SAMN06050108","PRJNA354675","GCA_003016655.1","Scaffold",38.3098,51.7,,"MQPR01",2092,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/655/GCA_003016655.1_ASM301665v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol069","SAMN04348794","PRJNA306247","GCA_001703035.1","Scaffold",49.1223,47.8,,"MALP01",1888,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/035/GCA_001703035.1_Fol069",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","Fo_A28","SAMN05529100","PRJNA338256","GCA_003615155.1","Scaffold",53.0382,47.5,,"MRCY01",2373,18818,"2018-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/155/GCA_003615155.1_Fo_A28_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","JX10-102","SAMN06050107","PRJNA354675","GCA_003016665.1","Scaffold",37.6364,51.8,,"MQPQ01",1959,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/665/GCA_003016665.1_ASM301666v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","YN072310","SAMN06050136","PRJNA354675","GCA_003016555.1","Scaffold",39.3036,51.2,,"MQQT01",2213,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/555/GCA_003016555.1_ASM301655v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","Tu58","SAMN07201033","PRJNA389501","GCA_002233935.1","Scaffold",50.4036,47.5,,"NJBT01",1277,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/935/GCA_002233935.1_Fo_Tu58",
"Fusarium oxysporum f. sp. luffae","Eukaryota;Fungi;Ascomycetes","Fol-114","SAMN07201020","PRJNA389501","GCA_002234105.1","Scaffold",48.2075,47.6,,"NJCE01",589,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/105/GCA_002234105.1_Foluf_001",
